N° auto;nom;adresse;complément;code INSEE;commune;région administrative;geo_ban;geo_insee;corrdonnees_finales
305402;ESPACE DES ARTS;PLACE CHARLES DE GAULLE;;93057;Les Pavillons-sous-Bois;ILE-DE-FRANCE;48.903037, 2.507379;48.9082060253, 2.50297448267;48.903037, 2.507379
288024;LA FAUVETTE;21 AV DANIEL PERDRIGE;;93049;Neuilly-Plaisance;ILE-DE-FRANCE;48.87311, 2.510505;48.8643287852, 2.51040249898;48.87311, 2.510505
404612;LES 4 DELTA 4;81 BIS AVENUE DU BAC;;94068;Saint-Maur-des-Fossés;ILE-DE-FRANCE;48.793451, 2.514771;48.7990677797, 2.49386450452;48.793451, 2.514771
108774;COSMOS 1;22 AV DE LA RESISTANCE;;77108;Chelles;ILE-DE-FRANCE;48.877872, 2.586341;48.883962967, 2.59686448583;48.877872, 2.586341
263912;CONCORDE;4 AV DES BOSQUETS;;77294;Mitry-Mory;ILE-DE-FRANCE;48.956929, 2.603083;48.9779450158, 2.61244465751;48.956929, 2.603083
133212;PATHE DAMMARIE 1;824 AVENUE DU LYS;LA CARTONNERIE;77152;Dammarie-les-Lys;ILE-DE-FRANCE;48.517401, 2.627798;48.5138338655, 2.62854374259;48.517401, 2.627798
162844;ERMITAGE 2;6 RUE DE FRANCE;;77186;Fontainebleau;ILE-DE-FRANCE;48.404394, 2.699594;48.4066856508, 2.68031396389;48.404394, 2.699594
442370;CINEMA CONFLUENCES 1;PETIT FOSSARD;;77482;Varennes-sur-Seine;ILE-DE-FRANCE;48.367677, 2.957289;48.3685393925, 2.93052193046;48.367677, 2.957289
123373;HEMISPHERE THEATER 1;23 RUE MARCEL CLAVIER;;77131;Coulommiers;ILE-DE-FRANCE;48.809696, 3.090876;48.8122991656, 3.09124381847;48.809696, 3.090876
71901;LE RENAISSANCE;16 RUE DE L EGLISE;;77051;Bray-sur-Seine;ILE-DE-FRANCE;48.415251, 3.237856;48.4145972795, 3.24389965363;48.415251, 3.237856
326550;LE REXY 1;QUARTIER DELORT;;77379;Provins;ILE-DE-FRANCE;48.559158, 3.304398;48.5633093312, 3.28756780085;48.559158, 3.304398
114032;CINEMA PARADISO (EX-HENRI LANGLOIS);PLACE CHARLES DE GAULLE;;78165;Les Clayes-sous-Bois;ILE-DE-FRANCE;48.821243, 1.987173;48.8186406601, 1.9840595554;48.821243, 1.987173
448802;ESPACE MAURICE BEJART;3 BLVD ANDRE MALRAUX;;78642;Verneuil-sur-Seine;ILE-DE-FRANCE;48.979213, 1.97461;48.9872093367, 1.96276532174;48.979213, 1.97461
444330;L'ANTARES 3;1, PLACE DU COEUR BATTANT;VAUREAL;95637;Vauréal;ILE-DE-FRANCE;49.030119, 2.021182;49.0295073382, 2.02446619061;49.030119, 2.021182
381152;LES YEUX D'ELSA;11 BIS AVE JEAN JAURES;;78545;Saint-Cyr-l'Ecole;ILE-DE-FRANCE;48.799763, 2.067533;48.8065759294, 2.0659250703;48.799763, 2.067533
177201;LE CENTRAL;SQUARE DE LA MAIRIE;;91272;Gif-sur-Yvette;ILE-DE-FRANCE;48.701701, 2.13387;48.6988273634, 2.12788365005;48.701701, 2.13387
449702;ROXANE 4;6 RUE ST SIMON;;78646;Versailles;ILE-DE-FRANCE;48.803954, 2.133847;48.8025669671, 2.11789297191;48.803954, 2.133847
248192;ENRICO;10 RUE CARNOT;;78372;Marly-le-Roi;ILE-DE-FRANCE;48.871284, 2.095564;48.865007453, 2.09125004298;48.871284, 2.095564
246432;ATMOSPHERE;PARC DES CELESTINS;;91363;Marcoussis;ILE-DE-FRANCE;48.642026, 2.222592;48.6463321888, 2.20621393661;48.642026, 2.222592
422871;STUDIO 207 1;207 RUE DE PARIS;;95607;Taverny;ILE-DE-FRANCE;49.026312, 2.224754;49.0267316203, 2.22116067166;49.026312, 2.224754
244715;CHAPLIN;PLACE MENDES FRANCE;;78361;Mantes-la-Jolie;ILE-DE-FRANCE;49.000101, 1.683456;48.9981665392, 1.69337806821;49.000101, 1.683456
331271;VOX ODEON;71 RUE DU GENERAL DE GAULLE;;78517;Rambouillet;ILE-DE-FRANCE;48.644508, 1.823157;48.6539051954, 1.82652871851;48.644508, 1.823157
437562;UGC LES ULIS 1;CENTRE COMMERCIAL LES ULIS 2;;91692;Les Ulis;ILE-DE-FRANCE;48.675884, 2.175597;48.680321482, 2.18518955;48.675884, 2.175597
23301;JEAN GABIN (EX-GALILEE 1);12-14 BOULEVARD LEON FEIX;PARC DE L'HOTEL DE VILLE;95018;Argenteuil;ILE-DE-FRANCE;48.946909, 2.249331;48.9511344629, 2.2410409502;48.946909, 2.249331
327945;UGC CINE CITE LA DEFENSE 1;LE DOME;CENTRE COMMERCIAL LES 4 TEMPS;92062;Puteaux;ILE-DE-FRANCE;48.876233, 2.242749;48.8837094969, 2.23834178314;48.876233, 2.242749
113523;CINEMA JEANNE MOREAU;22 RUE PAUL VAILLANT COUTURIER;;92023;Clamart;ILE-DE-FRANCE;48.802513, 2.263801;48.7964306792, 2.25474652922;48.802513, 2.263801
148324;MEGA CGR 1;5 AVENUE DU MARECHAL  JOFFRE;;93031;Epinay-sur-Seine;ILE-DE-FRANCE;48.957859, 2.301996;48.9550132062, 2.31453043231;48.957859, 2.301996
66835;CINEMA LANDOWSKI;28 AVENUE ANDRE-MORIZET;;92012;Boulogne-Billancourt;ILE-DE-FRANCE;48.83591, 2.239289;48.8365843138, 2.23913599058;48.83591, 2.239289
117025;MJC THEATRE DE COLOMBES;96, 98 RUE ST DENIS;;92025;Colombes;ILE-DE-FRANCE;48.923862, 2.250041;48.9225179147, 2.24675160629;48.923862, 2.250041
1031;PUBLICIS  CINEMA 2;133 AV DES CHAMPS ELYSEES;;75108;Paris 8me;ILE-DE-FRANCE;48.872794, 2.296984;48.8725272666, 2.31258256042;48.872794, 2.296984
9802;CLUB DE L ETOILE;14 RUE TROYON;;75117;Paris 17me;ILE-DE-FRANCE;48.876113, 2.295345;48.8873371665, 2.30748555949;48.876113, 2.295345
228122;ATELIER BARBARA (EX-ANATOLE FRANCE);22-24 RUE ALSACE LORRAINE;;94044;Limeil-Brévannes;ILE-DE-FRANCE;48.754601, 2.487656;48.7450357782, 2.48936184357;48.754601, 2.487656
69641;BUXY 1;CENTRE COMMERCIAL VAL D'YERRES 2;;91097;Boussy-Saint-Antoine;ILE-DE-FRANCE;48.683571, 2.535014;48.6895309069, 2.53381915314;48.683571, 2.535014
117921;LA COUPOLE;RUE JEAN FRANCOIS MILLET;;77122;Combs-la-Ville;ILE-DE-FRANCE;48.659579, 2.566711;48.657908631, 2.57516916269;48.659579, 2.566711
286831;MELIES 1;9 RUE BEZOUT;;77333;Nemours;ILE-DE-FRANCE;48.265654, 2.695374;48.2596067909, 2.71107993087;48.265654, 2.695374
9950;ETOILE LILAS 1;PLACE DU MAQUIS DU VERCORS;;75120;Paris 20me;ILE-DE-FRANCE;;48.8631867774, 2.40081982673;48.8631867774, 2.40081982673
112014;SALLE PAUL ELUARD;4 AV DE VILLENEUVE ST GEORGES;;94022;Choisy-le-Roi;ILE-DE-FRANCE;48.766383, 2.414699;48.764315118, 2.41742518222;48.766383, 2.414699
425503;PATHE BELLE EPINE 4;CENTRE COMMERCIAL BELLE EPINE;;94073;Thiais;ILE-DE-FRANCE;48.756508, 2.371928;48.7607841928, 2.38537729524;48.756508, 2.371928
